Recording	Participant	TOI	Interval	Media	Duration_of_interval	Start_of_interval	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Number_of_whole_fixations	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording 198	P26-J1	B	1	scenevideo	13217	264201	8956	389	23	351	4.50432	19	154.47	35.42	417.6	117.1	4.64	0.85	14.24	88.15	123	87.13	137.67	93.4	5.05
Recording 198	P26-J1	C	1	scenevideo	2224	277418	791	264	3	321	4.07882	1	182.12	182.12	182.12		5.69	5.69	5.69	5.69	1352	146.96	182.12	105.49	5.69
Recording 272	P24-P1	A	1	scenevideo	30000	179539	22170	267	83	291	4.91752	60	75.93	30.59	291.23	52.66	2.37	0.54	11.17	142.25	141	77.49	41.62	38.81	1.93
Recording 272	P24-P1	B	1	scenevideo	12080	209539	9828	546	18	210	4.86805	13	93.24	33.29	525.36	131.41	3.8	0.56	30.04	49.39	336	306.8	71.27	50.56	2.59
Recording 272	P24-P1	C	1	scenevideo	4913	221619	2514	279	9	180	4.5289	6	76.09	35.72	124.96	39.5	3.01	2.46	3.4	18.08	909	172.5	124.96	79.63	3.01
Recording 292	P40-J1	A	1	scenevideo	30000	144319	26979	391	69	301	4.17159	61	142.24	33.02	365.9	89.92	3.41	0.66	11.61	208.2	1	355.74	231.57	155.49	5.84
Recording 292	P40-J1	B	1	scenevideo	21783	174319	15528	501	31	271	3.7078	22	99.28	30.04	407.82	83.02	3.97	1.36	13.72	87.43	36	264.96	80.49	61.21	2.19
Recording 292	P40-J1	C	1	scenevideo	3048	196102	1312	187	7	110	3.28875	6	170.6	35.17	409.55	143.26	4.54	1.13	8.92	27.27	854	157.96	70.55	56.31	1.92
Recording 111	P15-W0	A	1	scenevideo	30000	89706	18824	219	86	261	4.58837	45	94.59	30.52	356.81	79.56	2.39	0.09	10.11	107.71	288	266.8	31.16	30.77	1.37
Recording 261	P22-D1	A	1	scenevideo	30000	215816	24284	296	82	922	3.58782	49	74.15	30.13	327.59	60.91	1.84	0.21	6.75	90.27	155	93.25	31.78	31.78	0.77
Recording 261	P22-D1	B	1	scenevideo	18848	245816	16610	386	43	60	4.00872	36	93.4	30.6	558.78	129.02	4.07	0.51	33.04	146.49	29	289.5	33.08	32.41	1.22
Recording 249	P16-W1	A	1	scenevideo	30000	206770	14967	211	71	100	5.22375	46	68.51	30.01	226.35	42.02	1.78	0.57	5.65	81.82	288	127.42	171.36	84.88	5.01
Recording 249	P16-W1	B	1	scenevideo	15583	236770	7564	216	35	70	4.52476	14	111.57	30.83	513.99	130.78	3.72	0.71	22.48	52.15	4229	8.03	45.99	42.03	0.95
Recording 249	P16-W1	C	1	scenevideo	3247	252353	902	129	7	110	4.38423	2	45.94	33.87	58	17.06	1.36	1.23	1.48	2.72	1870	40.93	58	45.89	1.48
Recording 340	P29-J0	A	1	scenevideo	30000	87018	19986	200	100	60	4.83759	67	137.63	30.33	440.11	116.26	4.35	0.72	15.86	291.78	207	306.39	67.32	59.79	1.46
